Pulse,Temperature,Time,Place,Outcome
88,36.5,2:00,Home,Win
75,35.1,8:00,Not Home,Lose
109,38.4,17:00,Not Home,Lose
88,36.1,9:00,Home,Win
86,38.9,15:00,Not Home,Lose
67,36.4,1:00,Home,Win
118,38.9,2:00,Home,Lose
70,38.6,8:00,Not Home,Lose
67,36.7,10:00,Not Home,Win
115,37,1:00,Home,Lose
59,35,21:00,Home,Win
93,38.5,16:00,Home,Win
70,39.2,12:00,Home,Win
99,38.8,3:00,Home,Lose
61,36.7,2:00,Home,Win
87,38.6,22:00,Home,Win
118,39.1,2:00,Not Home,Lose
102,39.3,1:00,Home,Lose
52,38.7,11:00,Not Home,Lose
94,35.9,15:00,Home,Win
51,39.3,0:00,Home,Lose
64,35.4,13:00,Not Home,Win
53,37.4,4:00,Home,Win
63,35.2,2:00,Not Home,Lose
117,35.1,2:00,Home,Lose
68,37.2,16:00,Home,Win
118,36.5,15:00,Home,Lose
58,37.6,21:00,Home,Win
92,39.1,19:00,Not Home,Lose
112,38.5,5:00,Home,Lose
53,38.2,21:00,Home,Win
82,36,22:00,Home,Win
84,38.6,6:00,Not Home,Lose
103,37.5,1:00,Home,Win
75,38.1,6:00,Home,Win
71,36,3:00,Home,Win
92,37.2,17:00,Home,Win
100,39,23:00,Home,Lose
59,39.4,12:00,Not Home,Lose
66,35.3,15:00,Not Home,Win
56,36.9,0:00,Home,Win
96,37.5,21:00,Home,Win
56,39.6,14:00,Not Home,Lose
53,39.6,12:00,Not Home,Lose
89,38.5,22:00,Not Home,Lose
79,35.4,1:00,Home,Win
61,35,0:00,Home,Win
65,37.4,13:00,Home,Win
81,39.3,17:00,Not Home,Lose
76,37.8,2:00,Home,Win
91,37.9,0:00,Not Home,Lose
118,35,3:00,Home,Lose
86,39.6,3:00,Home,Lose
98,37.5,11:00,Not Home,Win
88,37.4,9:00,Not Home,Lose
111,39.1,17:00,Home,Lose
75,36.3,6:00,Not Home,Lose
99,37.6,17:00,Home,Win
62,38.4,14:00,Not Home,Lose
97,35.9,20:00,Not Home,Win
67,38.2,9:00,Home,Lose
93,36.1,3:00,Not Home,Lose
113,36.7,1:00,Not Home,Lose
118,37,11:00,Home,Lose
84,37.4,23:00,Not Home,Lose
59,38.6,23:00,Not Home,Lose
60,35.9,23:00,Not Home,Lose
54,38.4,7:00,Home,Lose
93,38,7:00,Not Home,Lose
117,39.2,0:00,Not Home,Lose
55,38.3,6:00,Home,Lose
51,38.3,1:00,Home,Lose
63,36.8,6:00,Not Home,Lose
69,36.2,22:00,Not Home,Win
113,39.2,2:00,Not Home,Lose
81,37.3,11:00,Not Home,Win
114,37.4,5:00,Not Home,Lose
112,37.9,12:00,Home,Lose
71,36.2,21:00,Home,Win
83,39.2,1:00,Home,Lose
67,38.9,11:00,Home,Win
50,37,19:00,Home,Win
77,35.4,7:00,Home,Win
105,36.1,21:00,Home,Win
88,37.2,21:00,Home,Win
55,38.4,8:00,Home,Lose
58,36.6,7:00,Not Home,Lose
71,36.8,14:00,Not Home,Win
101,36.4,17:00,Not Home,Win
56,38.5,2:00,Home,Lose
80,39.1,3:00,Home,Lose
99,35.5,15:00,Not Home,Win
109,38.2,22:00,Not Home,Lose
68,35.7,21:00,Home,Win
105,38,15:00,Home,Win
51,39.5,7:00,Not Home,Lose
86,36.8,3:00,Not Home,Lose
54,35.3,11:00,Home,Win
56,36.9,16:00,Not Home,Win
100,35.8,17:00,Not Home,Win
111,38.4,12:00,Not Home,Lose
76,36.3,19:00,Not Home,Win
65,39.3,5:00,Home,Lose
58,38.3,6:00,Not Home,Lose
103,38.9,8:00,Home,Lose
55,38.1,20:00,Home,Win
77,36.8,12:00,Home,Win
85,36.5,15:00,Home,Win
98,39.3,14:00,Home,Win
69,35.9,21:00,Home,Win
100,37.7,11:00,Not Home,Lose
67,37.8,3:00,Home,Win
94,37.8,16:00,Not Home,Win
104,39.1,20:00,Home,Win
117,38.6,2:00,Home,Lose
91,35.9,7:00,Not Home,Lose
107,38.4,21:00,Not Home,Lose
97,38.6,5:00,Not Home,Lose
68,35.3,0:00,Not Home,Lose
97,37,15:00,Home,Win
69,35.9,16:00,Not Home,Win
76,38.4,4:00,Home,Lose
80,36,12:00,Not Home,Win
54,38.7,18:00,Not Home,Lose
103,36.7,17:00,Not Home,Win
75,38,14:00,Not Home,Lose
102,37.2,23:00,Not Home,Lose
62,38.5,0:00,Not Home,Lose
60,36.3,21:00,Home,Win
56,39.3,14:00,Home,Win
104,37.9,19:00,Home,Win
102,37.8,1:00,Not Home,Lose
109,39,13:00,Not Home,Lose
54,36.2,14:00,Not Home,Win
105,39.3,14:00,Home,Win
95,36.5,0:00,Not Home,Lose
71,38.4,8:00,Not Home,Lose
59,39.1,9:00,Home,Lose
64,39.5,22:00,Not Home,Lose
51,37.4,23:00,Home,Win
88,37.4,5:00,Not Home,Lose
87,37.9,2:00,Home,Win
80,39.5,22:00,Home,Win
92,35.9,9:00,Home,Win
99,38.1,10:00,Not Home,Lose
119,37.3,10:00,Not Home,Lose
108,38.1,11:00,Home,Win
57,35.2,16:00,Home,Win
78,38.3,21:00,Home,Win
77,37.9,10:00,Not Home,Lose
79,35.4,6:00,Home,Win
110,35.7,22:00,Home,Lose
91,37.5,19:00,Not Home,Win
118,39.2,4:00,Home,Lose
65,35.8,9:00,Not Home,Lose
77,37.8,9:00,Home,Win
85,39,5:00,Home,Lose
117,36.4,0:00,Home,Lose
103,37.6,16:00,Not Home,Win
75,35.3,6:00,Home,Win
67,36,1:00,Home,Win
70,37.5,15:00,Home,Win
71,37.1,8:00,Home,Win
99,37.4,7:00,Home,Win
77,35.2,2:00,Not Home,Lose
68,37.1,2:00,Not Home,Lose
110,38.1,9:00,Not Home,Lose
63,37,19:00,Not Home,Win
83,36.2,10:00,Home,Win
64,38.6,9:00,Not Home,Lose
95,37.1,5:00,Home,Win
85,37.8,6:00,Home,Win
80,35,2:00,Not Home,Lose
58,35.9,3:00,Not Home,Lose
74,35.4,21:00,Not Home,Win
111,38.2,9:00,Home,Lose
93,37.3,0:00,Not Home,Lose
105,39,14:00,Not Home,Lose
90,38.3,15:00,Home,Win
111,38.8,12:00,Home,Lose
88,37.9,4:00,Not Home,Lose
105,39.5,22:00,Home,Win
101,36.4,0:00,Home,Win
100,37,4:00,Not Home,Lose
89,36.6,2:00,Not Home,Lose
115,36.6,16:00,Home,Lose
53,39,18:00,Not Home,Lose
108,35.9,7:00,Not Home,Lose
58,37.2,11:00,Not Home,Win
104,36,22:00,Not Home,Win
118,37.4,2:00,Home,Lose
57,39,18:00,Not Home,Lose
61,38,2:00,Not Home,Lose
74,38.2,8:00,Home,Lose
110,37.4,4:00,Not Home,Lose
109,39.2,19:00,Home,Win
59,39.6,7:00,Not Home,Lose
93,39,17:00,Home,Win
91,35,0:00,Not Home,Lose
115,38.1,8:00,Not Home,Lose
59,35.9,2:00,Not Home,Lose
88,38.9,7:00,Not Home,Lose
78,35.7,20:00,Home,Win
114,35.7,11:00,Home,Lose
65,39.3,21:00,Home,Win
57,36,22:00,Home,Win
83,36,0:00,Home,Win
67,39.3,2:00,Not Home,Lose
81,37.1,14:00,Not Home,Win
95,39,16:00,Not Home,Lose
81,36.5,0:00,Not Home,Lose
107,38.2,19:00,Not Home,Lose
77,39.3,10:00,Not Home,Lose
118,38.9,23:00,Home,Lose
88,37.9,20:00,Home,Win
69,38,2:00,Home,Win
82,39.6,18:00,Home,Win
74,37.8,6:00,Home,Win
56,37.2,9:00,Home,Win
78,35.9,22:00,Home,Win
103,39.1,23:00,Home,Lose
116,38.7,2:00,Home,Lose
101,37.3,2:00,Home,Win
95,38,23:00,Not Home,Lose
75,37.5,1:00,Not Home,Lose
56,36.1,21:00,Not Home,Win
63,38.9,11:00,Not Home,Lose
86,36.2,12:00,Home,Win
75,35.7,1:00,Home,Win
89,35.3,21:00,Home,Win
113,35.3,22:00,Not Home,Lose
114,38.1,19:00,Home,Lose
117,37.6,2:00,Home,Lose
67,37.3,19:00,Home,Win
67,35.2,5:00,Home,Win
119,35.2,20:00,Not Home,Lose
58,37.7,0:00,Home,Win
69,37.8,11:00,Not Home,Lose
56,37.9,7:00,Home,Win
111,38.9,22:00,Home,Lose
99,38.8,1:00,Home,Lose
117,37.1,10:00,Not Home,Lose
64,36.9,20:00,Home,Win
95,39.2,11:00,Not Home,Lose
71,38.2,15:00,Not Home,Lose
69,36.8,2:00,Not Home,Lose
62,36.3,17:00,Not Home,Win
57,39.4,9:00,Not Home,Lose
108,37.3,23:00,Home,Win
117,38.4,1:00,Home,Lose
94,39.1,21:00,Not Home,Lose
68,38.7,22:00,Home,Win
114,35.8,17:00,Home,Lose
107,39.2,23:00,Not Home,Lose
105,37.7,2:00,Not Home,Lose
90,36.3,14:00,Home,Win
92,37.7,19:00,Not Home,Lose
75,35.1,15:00,Home,Win
64,37.3,0:00,Home,Win
66,35.2,15:00,Home,Win
118,37,22:00,Not Home,Lose
50,37.6,5:00,Home,Win
79,39.5,20:00,Home,Win
100,38.3,19:00,Home,Win
100,38.7,13:00,Home,Win
54,35.9,5:00,Not Home,Lose
65,35.7,17:00,Home,Win
68,37.1,3:00,Not Home,Lose
110,36.4,15:00,Not Home,Lose
72,36,11:00,Not Home,Win
105,37.6,7:00,Home,Win
108,38,6:00,Not Home,Lose
51,38,14:00,Not Home,Lose
79,38.3,15:00,Not Home,Lose
96,36.2,4:00,Home,Win
115,38.2,13:00,Not Home,Lose
90,36.1,23:00,Home,Win
69,37.8,10:00,Not Home,Lose
94,38.7,16:00,Home,Win
71,39.5,13:00,Home,Win
61,35.6,1:00,Not Home,Lose
55,38.3,17:00,Not Home,Lose
101,36,9:00,Home,Win
60,39,18:00,Home,Win
78,36.5,8:00,Home,Win
84,36.8,16:00,Not Home,Win
66,35.6,16:00,Not Home,Win
111,36.6,15:00,Home,Lose
64,36.9,17:00,Not Home,Win
59,38.9,3:00,Not Home,Lose
88,38.9,3:00,Not Home,Lose
74,35.2,4:00,Home,Win
107,36.7,12:00,Home,Win
115,37.9,4:00,Home,Lose
98,38.3,22:00,Home,Win
75,36.9,4:00,Home,Win
64,38.6,15:00,Not Home,Lose
115,36.9,16:00,Home,Lose
59,35.6,12:00,Home,Win
78,37.9,17:00,Not Home,Lose
65,36.8,1:00,Home,Win
51,38.7,17:00,Not Home,Lose
103,37.9,7:00,Not Home,Lose
114,37.9,10:00,Home,Lose
107,38.8,12:00,Not Home,Lose
62,37.9,20:00,Home,Win
89,39,18:00,Not Home,Lose
99,35.6,16:00,Home,Win
85,37.8,14:00,Not Home,Win
119,39.4,15:00,Home,Lose
52,37.4,23:00,Not Home,Lose
108,35.1,12:00,Home,Win
106,36.6,23:00,Home,Win
68,37.8,11:00,Home,Win
56,38.9,19:00,Home,Win
101,36,12:00,Not Home,Win
108,36,6:00,Home,Win
107,35.7,16:00,Home,Win
51,35.4,11:00,Home,Win
95,38,0:00,Not Home,Lose
101,39.1,1:00,Home,Lose
75,36.9,4:00,Not Home,Lose
111,38,8:00,Home,Lose
53,36.4,11:00,Not Home,Win
103,38.6,22:00,Not Home,Lose
79,35.7,5:00,Not Home,Lose
53,35.9,23:00,Home,Win
84,38.2,9:00,Not Home,Lose
106,36,15:00,Not Home,Win
53,37.4,2:00,Not Home,Lose
105,38.1,5:00,Not Home,Lose
53,36.1,14:00,Home,Win
91,39,1:00,Home,Lose
62,37.2,9:00,Not Home,Lose
58,36.9,16:00,Home,Win
100,36.2,13:00,Not Home,Win
62,38.3,1:00,Home,Lose
57,35.1,1:00,Not Home,Lose
71,35.5,11:00,Home,Win
74,37.3,2:00,Home,Win
115,39.1,21:00,Not Home,Lose
64,38.1,13:00,Home,Win
105,36.7,1:00,Not Home,Lose
95,38.8,0:00,Home,Lose
83,38.7,12:00,Not Home,Lose
102,36.6,9:00,Home,Win
81,37.8,20:00,Not Home,Lose
97,38.6,10:00,Not Home,Lose
109,37.2,11:00,Not Home,Win
98,38.1,8:00,Home,Lose
89,35.6,2:00,Home,Win
119,35.5,3:00,Home,Lose
113,36,11:00,Home,Lose
115,39.2,16:00,Home,Lose
79,36.2,0:00,Not Home,Lose
55,35.5,17:00,Not Home,Win
64,35.1,7:00,Not Home,Lose
66,39.2,2:00,Not Home,Lose
85,38.1,2:00,Not Home,Lose
103,35.1,10:00,Home,Win
106,37.6,21:00,Not Home,Lose
118,38.7,16:00,Home,Lose
113,38.3,7:00,Home,Lose
72,35.2,10:00,Home,Win
106,37.6,17:00,Not Home,Win
80,35.9,8:00,Not Home,Lose
101,38.1,22:00,Home,Win
87,39.5,19:00,Home,Win
91,36,2:00,Not Home,Lose
78,38.6,2:00,Not Home,Lose
73,36.4,7:00,Home,Win
89,36.3,5:00,Home,Win
55,37,14:00,Not Home,Win
67,38.2,11:00,Not Home,Lose
84,35.1,11:00,Not Home,Win
79,36.4,13:00,Home,Win
60,36.5,16:00,Home,Win
54,35.9,22:00,Not Home,Win
76,35.9,14:00,Home,Win
84,37.1,11:00,Not Home,Win
51,38.6,4:00,Home,Lose
90,36.3,17:00,Not Home,Win
79,37.3,13:00,Not Home,Win
114,38.6,7:00,Not Home,Lose
81,35.1,17:00,Not Home,Win
102,38.4,15:00,Not Home,Lose
79,35.3,15:00,Home,Win
84,35.7,19:00,Not Home,Win
92,38,13:00,Not Home,Lose
102,37.1,14:00,Not Home,Win
105,36.1,13:00,Not Home,Win
67,38.1,2:00,Home,Lose
73,36,16:00,Not Home,Win
93,37.7,21:00,Not Home,Lose
67,37.8,10:00,Home,Win
93,36.3,10:00,Home,Win
55,39,18:00,Not Home,Lose
107,37.6,16:00,Not Home,Lose
97,37.1,12:00,Not Home,Win
81,35.3,6:00,Home,Win
67,37.6,10:00,Home,Win
59,36.6,15:00,Home,Win
73,39.4,8:00,Home,Lose
62,37.7,8:00,Home,Win
110,38.3,7:00,Home,Lose
52,39,2:00,Home,Lose
78,37.3,21:00,Not Home,Win
96,35.5,12:00,Home,Win
114,37.7,9:00,Not Home,Lose
83,39.2,7:00,Home,Lose
52,36.3,13:00,Home,Win
75,35.9,19:00,Not Home,Win
73,35.9,5:00,Home,Win
67,36.7,16:00,Not Home,Win
113,36.1,14:00,Not Home,Lose
64,37.9,3:00,Not Home,Lose
103,36.2,4:00,Not Home,Lose
59,35.8,22:00,Not Home,Win
112,39.4,11:00,Home,Lose
64,36.6,14:00,Not Home,Win
77,35,12:00,Not Home,Win
59,38.4,1:00,Not Home,Lose
89,38.3,14:00,Home,Win
113,38.6,18:00,Home,Lose
71,35.3,4:00,Home,Win
77,39.5,2:00,Home,Lose
58,36.6,19:00,Not Home,Win
100,35.9,2:00,Home,Win
115,37.8,3:00,Home,Lose
119,39.4,14:00,Home,Lose
108,39.2,13:00,Not Home,Lose
118,36.9,9:00,Not Home,Lose
81,39.2,13:00,Not Home,Lose
63,39.5,2:00,Not Home,Lose
69,37.4,19:00,Not Home,Win
65,39.4,18:00,Not Home,Lose
109,35.5,2:00,Home,Win
97,35.3,10:00,Not Home,Win
80,35.5,15:00,Not Home,Win
50,37.7,19:00,Not Home,Win
112,37.1,8:00,Not Home,Lose
101,39,9:00,Home,Lose
113,37,15:00,Not Home,Lose
57,39.2,7:00,Not Home,Lose
54,36.9,17:00,Home,Win
67,36.2,23:00,Not Home,Lose
61,36.5,13:00,Home,Win
91,39.5,3:00,Not Home,Lose
76,37,19:00,Home,Win
53,39.3,2:00,Not Home,Lose
105,38.4,2:00,Not Home,Lose
93,36.8,8:00,Not Home,Lose
119,35.5,6:00,Home,Lose
117,35,22:00,Not Home,Lose
70,39.5,15:00,Home,Win
81,38.4,6:00,Not Home,Lose
54,39.4,0:00,Home,Lose
82,39.6,3:00,Home,Lose
118,38.3,11:00,Home,Lose
83,35.5,13:00,Home,Win
83,39.5,7:00,Home,Lose
56,37.2,10:00,Not Home,Win
107,36.8,4:00,Not Home,Lose
82,39,11:00,Home,Win
59,36.7,15:00,Home,Win
69,38.4,13:00,Home,Win
87,38.1,9:00,Not Home,Lose
78,36,1:00,Home,Win
96,35.7,5:00,Home,Win
109,38.1,8:00,Not Home,Lose
53,36.5,17:00,Home,Win
80,35.6,16:00,Home,Win
52,37.3,15:00,Not Home,Win
105,39.1,2:00,Not Home,Lose
111,38.4,18:00,Home,Lose
86,36.1,11:00,Home,Win
97,39.5,16:00,Home,Win
61,39,14:00,Home,Win
78,36.9,2:00,Not Home,Lose
72,37.6,12:00,Not Home,Lose
96,38.6,3:00,Not Home,Lose
65,35.8,20:00,Home,Win
70,35.9,18:00,Not Home,Win
71,38.5,11:00,Not Home,Lose
54,36.9,0:00,Not Home,Lose
77,37.4,17:00,Not Home,Win
77,38.9,6:00,Home,Lose
100,37.7,0:00,Home,Win
70,36,18:00,Home,Win
66,36.1,9:00,Home,Win
87,35.1,12:00,Not Home,Win
118,35.4,9:00,Home,Lose
83,36.3,3:00,Not Home,Lose
83,36.8,19:00,Home,Win
53,35.1,9:00,Not Home,Lose
54,35.3,1:00,Not Home,Lose
72,36.7,17:00,Home,Win
115,37.4,6:00,Home,Lose
58,38.5,11:00,Not Home,Lose
114,37.5,23:00,Not Home,Lose
105,39.1,15:00,Not Home,Lose
64,35.7,4:00,Not Home,Lose
96,37.8,14:00,Not Home,Win
66,38.8,2:00,Home,Lose
98,37.7,4:00,Home,Win
75,36.6,18:00,Home,Win
83,36.4,13:00,Home,Win
106,38.8,11:00,Home,Win
53,38.7,18:00,Not Home,Lose
73,35.6,3:00,Home,Win
98,35.2,5:00,Not Home,Lose
111,35.3,12:00,Home,Lose
113,36.5,1:00,Home,Lose
89,39.2,8:00,Not Home,Lose
51,37.9,4:00,Not Home,Lose
78,36.5,13:00,Not Home,Win
93,39.1,11:00,Not Home,Lose
94,38.7,14:00,Home,Win
111,38.8,7:00,Home,Lose
87,38.9,15:00,Home,Win
100,38.5,18:00,Home,Win
116,36.5,21:00,Home,Lose
92,39,23:00,Home,Lose
106,39,15:00,Home,Win
54,39.4,16:00,Home,Win
103,36.3,22:00,Home,Win
78,35.5,17:00,Home,Win
60,37.5,21:00,Not Home,Win
77,36.4,23:00,Not Home,Lose
87,37.4,7:00,Home,Win
91,36.1,21:00,Not Home,Win
107,37,8:00,Not Home,Lose
114,37.5,21:00,Not Home,Lose
93,38.7,7:00,Home,Lose
59,35.8,19:00,Not Home,Win
74,37.9,20:00,Not Home,Lose
111,38.3,22:00,Not Home,Lose
93,37.6,10:00,Home,Win
80,38.5,7:00,Home,Lose
111,37.9,12:00,Home,Lose
89,39.5,3:00,Not Home,Lose
61,37.4,10:00,Not Home,Win
63,37.7,22:00,Home,Win
109,35.9,1:00,Home,Win
107,35.9,3:00,Not Home,Lose
94,36.1,6:00,Not Home,Lose
78,38.1,13:00,Not Home,Lose
117,35.1,18:00,Not Home,Lose
74,39.1,14:00,Home,Win
66,37,7:00,Not Home,Lose
94,35.5,13:00,Not Home,Win
85,35.2,6:00,Not Home,Lose
92,39.4,9:00,Not Home,Lose
101,39.3,9:00,Home,Lose
76,36.5,17:00,Home,Win
89,35.1,18:00,Not Home,Win
74,39.5,14:00,Not Home,Lose
81,39.2,5:00,Not Home,Lose
76,37.7,10:00,Not Home,Lose
107,35.6,9:00,Home,Win
108,36.3,12:00,Not Home,Win
118,37.7,1:00,Home,Lose
113,38.2,4:00,Not Home,Lose
50,36.6,9:00,Not Home,Lose
74,37,23:00,Home,Win
117,36.3,5:00,Not Home,Lose
58,37.1,14:00,Not Home,Win
112,39.1,8:00,Not Home,Lose
65,36.3,13:00,Home,Win
68,35.8,11:00,Home,Win
102,37.5,19:00,Home,Win
78,37.4,11:00,Home,Win
74,36.4,17:00,Not Home,Win
108,35.5,9:00,Home,Win
106,39,5:00,Home,Lose
56,39.5,18:00,Home,Win
109,37.1,15:00,Home,Win
119,38.8,12:00,Home,Lose
107,37.5,0:00,Home,Win
77,36.3,8:00,Not Home,Lose
103,36,8:00,Home,Win
81,36.8,6:00,Not Home,Lose
106,36.1,0:00,Not Home,Lose
107,36.4,13:00,Not Home,Win
118,38.2,18:00,Not Home,Lose
70,35.6,6:00,Not Home,Lose
115,37.9,23:00,Home,Lose
110,36.8,4:00,Not Home,Lose
81,36.3,7:00,Home,Win
90,36.8,6:00,Not Home,Lose
109,38.7,3:00,Home,Lose
63,37,3:00,Not Home,Lose
113,35.8,12:00,Not Home,Lose
65,38,18:00,Home,Win
91,38.4,9:00,Not Home,Lose
76,39.4,15:00,Not Home,Lose
96,36,7:00,Home,Win
107,38.2,23:00,Home,Lose
57,37.4,18:00,Not Home,Win
114,35.1,16:00,Home,Lose
52,38.5,20:00,Not Home,Lose
71,36.3,4:00,Home,Win
100,35.6,10:00,Home,Win
96,37.9,0:00,Not Home,Lose
97,36.1,7:00,Not Home,Lose
110,39.4,23:00,Not Home,Lose
64,38.7,15:00,Home,Win
62,39,14:00,Not Home,Lose
84,38.8,16:00,Not Home,Lose
108,39.6,1:00,Not Home,Lose
84,39.1,2:00,Not Home,Lose
65,35.9,11:00,Home,Win
62,38.1,9:00,Home,Lose
79,37.9,22:00,Home,Win
88,35.5,11:00,Home,Win
101,36.3,14:00,Not Home,Win
112,38.5,0:00,Not Home,Lose
68,39.1,23:00,Home,Lose
96,36.2,8:00,Home,Win
103,36.1,1:00,Not Home,Lose
91,35.8,7:00,Home,Win
88,36.5,2:00,Home,Win
61,35.3,17:00,Home,Win
116,38.7,2:00,Home,Lose
79,38.1,10:00,Home,Win
115,36.5,10:00,Home,Lose
83,37.2,4:00,Not Home,Lose
51,39.4,11:00,Home,Win
96,35.4,14:00,Not Home,Win
106,35.2,12:00,Home,Win
117,35.1,18:00,Home,Lose
103,36.8,3:00,Not Home,Lose
106,39.3,13:00,Home,Win
104,37.9,18:00,Not Home,Win
110,38.9,8:00,Not Home,Lose
111,35.4,16:00,Not Home,Lose
78,36.8,2:00,Home,Win
108,36.7,19:00,Not Home,Win
74,38.7,12:00,Not Home,Lose
84,37.4,8:00,Not Home,Lose
97,37.9,19:00,Not Home,Lose
64,36.7,18:00,Home,Win
97,36.1,6:00,Home,Win
67,38.2,19:00,Not Home,Lose
117,38,16:00,Not Home,Lose
51,38.5,16:00,Not Home,Lose
62,39,0:00,Home,Lose
84,38.6,2:00,Not Home,Lose
109,36.2,4:00,Home,Win
85,36.7,2:00,Home,Win
71,36,11:00,Home,Win
73,38.6,2:00,Home,Lose
87,36.7,15:00,Not Home,Win
58,38.4,9:00,Not Home,Lose
93,37.3,6:00,Not Home,Lose
64,39.3,20:00,Home,Win
88,35.2,0:00,Home,Win
117,36.7,2:00,Home,Lose
112,36.8,8:00,Not Home,Lose
99,38.6,20:00,Not Home,Lose
97,38.3,7:00,Home,Lose
52,39.6,0:00,Not Home,Lose
85,35.2,1:00,Home,Win
93,38.5,21:00,Not Home,Lose
63,36,16:00,Home,Win
87,39,21:00,Home,Win
104,38.9,2:00,Not Home,Lose
99,35.2,15:00,Not Home,Win
68,39.5,19:00,Not Home,Lose
68,35.2,23:00,Home,Win
98,36.2,15:00,Home,Win
55,37.9,22:00,Not Home,Lose
101,39.3,13:00,Not Home,Lose
63,39.4,8:00,Not Home,Lose
50,39,7:00,Not Home,Lose
109,38.9,4:00,Not Home,Lose
78,36.6,4:00,Home,Win
67,37.3,11:00,Home,Win
107,37.1,15:00,Not Home,Win
88,37.4,22:00,Not Home,Win
99,39.5,8:00,Home,Lose
92,37.5,22:00,Not Home,Win
97,38.8,15:00,Home,Win
65,38.1,6:00,Not Home,Lose
113,36.6,12:00,Not Home,Lose
95,38.5,18:00,Not Home,Lose
50,38.9,20:00,Not Home,Lose
106,38.1,13:00,Home,Win
56,38.5,23:00,Home,Lose
99,35.8,4:00,Not Home,Lose
95,38.9,21:00,Not Home,Lose
91,38.9,0:00,Home,Lose
57,35.7,7:00,Home,Win
56,36.7,13:00,Not Home,Win
87,37.6,10:00,Home,Win
90,37.3,22:00,Home,Win
58,37,3:00,Not Home,Lose
77,38.3,1:00,Not Home,Lose
115,37.4,4:00,Not Home,Lose
82,38.7,22:00,Not Home,Lose
61,37,21:00,Not Home,Win
115,36,0:00,Not Home,Lose
67,37.6,0:00,Home,Win
68,39.1,17:00,Not Home,Lose
89,37.2,11:00,Not Home,Win
54,39.5,3:00,Home,Lose
112,38.4,12:00,Not Home,Lose
80,39.2,14:00,Not Home,Lose
72,36.7,21:00,Home,Win
84,35.5,12:00,Not Home,Win
60,35.3,22:00,Home,Win
101,36.9,6:00,Not Home,Lose
107,38.7,15:00,Not Home,Lose
65,36.7,8:00,Home,Win
71,37.7,9:00,Not Home,Lose
116,36.9,13:00,Not Home,Lose
51,35.3,12:00,Home,Win
77,35.6,10:00,Home,Win
75,35.2,6:00,Not Home,Lose
76,37.4,5:00,Home,Win
59,38.5,8:00,Not Home,Lose
56,37.9,9:00,Home,Win
119,35.4,8:00,Home,Lose
50,39.5,6:00,Not Home,Lose
103,36.2,10:00,Not Home,Win
112,37.4,2:00,Not Home,Lose
79,36,6:00,Not Home,Lose
63,36.5,22:00,Not Home,Win
87,38.4,14:00,Home,Win
86,38.4,0:00,Home,Lose
90,35.2,23:00,Not Home,Lose
106,38.8,22:00,Not Home,Lose
69,39.5,15:00,Home,Win
103,38.8,12:00,Home,Win
69,37.2,3:00,Not Home,Lose
74,36,17:00,Not Home,Win
90,37.4,16:00,Home,Win
59,38.3,9:00,Home,Lose
53,37,3:00,Home,Win
105,36.5,15:00,Not Home,Win
83,35.8,0:00,Not Home,Lose
95,37.3,23:00,Not Home,Lose
119,37.4,9:00,Not Home,Lose
50,39.6,15:00,Not Home,Lose
67,35.8,1:00,Not Home,Lose
50,38,19:00,Home,Win
112,37.3,21:00,Not Home,Lose
110,37.6,7:00,Not Home,Lose
100,39.6,2:00,Not Home,Lose
59,38.1,11:00,Not Home,Lose
74,36.6,22:00,Not Home,Win
112,35.6,0:00,Not Home,Lose
109,36.3,1:00,Not Home,Lose
51,38.4,11:00,Not Home,Lose
97,37.7,14:00,Not Home,Lose
87,38.8,21:00,Not Home,Lose
66,36.6,3:00,Home,Win
112,36.1,20:00,Home,Lose
81,37.7,2:00,Home,Win
113,37.4,4:00,Not Home,Lose
80,35.8,14:00,Home,Win
72,38,18:00,Not Home,Lose
65,37.9,1:00,Not Home,Lose
61,35.4,7:00,Not Home,Lose
56,39,2:00,Home,Lose
57,38.9,1:00,Not Home,Lose
91,39.4,23:00,Home,Lose
94,38.9,1:00,Not Home,Lose
64,36.1,18:00,Not Home,Win
93,37.3,17:00,Home,Win
109,38.4,12:00,Home,Win
54,35.6,23:00,Home,Win
73,35.9,6:00,Home,Win
101,35.8,19:00,Not Home,Win
51,37.4,17:00,Not Home,Win
100,36.8,15:00,Not Home,Win
117,36.1,13:00,Home,Lose
60,38.2,2:00,Home,Lose
117,37,7:00,Home,Lose
75,38.6,0:00,Home,Lose
113,37.1,2:00,Not Home,Lose
104,37.5,6:00,Home,Win
100,39.1,8:00,Not Home,Lose
58,39.3,5:00,Not Home,Lose
62,38.5,3:00,Home,Lose
88,36.7,17:00,Not Home,Win
90,37.8,16:00,Not Home,Win
93,35.6,11:00,Not Home,Win
81,38.6,4:00,Home,Lose
57,38.3,16:00,Home,Win
97,38.4,13:00,Not Home,Lose
52,39.2,23:00,Not Home,Lose
108,39.1,23:00,Home,Lose
80,35.2,16:00,Not Home,Win
100,35.5,22:00,Not Home,Win
89,38.9,7:00,Home,Lose
81,36.1,10:00,Not Home,Win
68,39.4,10:00,Home,Win
69,37.5,21:00,Not Home,Win
90,37.3,3:00,Not Home,Lose
113,39.3,17:00,Not Home,Lose
97,35.8,13:00,Home,Win
97,35.4,18:00,Home,Win
64,36.2,16:00,Home,Win
83,37.4,10:00,Home,Win
52,37,10:00,Not Home,Win
